chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart,Sentiment,Emotions
2023-04-01,9,Players,Coi Leray,12,9,12,Negative,"{'joy': 13, 'anger': 6, 'anticipation': 14, 'surprise': 10, 'trust': 10, 'fear': 11, 'sadness': 12, 'disgust': 3}"
2023-04-01,10,Rock And A Hard Place,Bailey Zimmerman,11,10,41,Negative,"{'fear': 4, 'sadness': 10, 'anger': 8, 'disgust': 8, 'anticipation': 1, 'joy': 1, 'surprise': 1}"
2023-04-08,1,Like Crazy,Jimin,0,1,1,Positive,"{'anger': 3, 'fear': 8, 'sadness': 9, 'trust': 9, 'joy': 10, 'disgust': 2, 'anticipation': 7, 'surprise': 7}"
2023-04-22,2,Search & Rescue,Drake,0,2,1,Positive,"{'anticipation': 19, 'joy': 22, 'surprise': 12, 'trust': 14, 'anger': 16, 'fear': 7, 'sadness': 7, 'disgust': 3}"
2023-04-22,10,Ella Baila Sola,Eslabon Armado X Peso Pluma,17,10,4,Positive,"{'trust': 2, 'anger': 3, 'sadness': 5, 'anticipation': 4, 'joy': 6, 'surprise': 2, 'fear': 5, 'disgust': 5}"
2023-04-29,4,Princess Diana,Ice Spice & Nicki Minaj,0,4,1,Negative,"{'anger': 36, 'fear': 6, 'disgust': 24, 'anticipation': 9, 'joy': 9, 'surprise': 9, 'trust': 8, 'sadness': 9}"
2023-05-06,5,Un x100to,Grupo Frontera X Bad Bunny,15,5,2,Negative,"{'anger': 58, 'sadness': 81, 'disgust': 60, 'fear': 64, 'joy': 23, 'trust': 11, 'anticipation': 10, 'surprise': 11}"
2023-05-20,8,Favorite Song,Toosii,11,8,12,Positive,"{'fear': 6, 'joy': 16, 'trust': 14, 'anticipation': 8, 'sadness': 7, 'surprise': 3, 'anger': 5, 'disgust': 4}"
2023-05-27,2,All My Life,Lil Durk Featuring J. Cole,0,2,1,Negative,"{'anger': 19, 'disgust': 14, 'fear': 16, 'sadness': 10, 'trust': 15, 'anticipation': 22, 'joy': 13, 'surprise': 9}"
2023-05-27,9,Fast Car,Luke Combs,11,9,8,Positive,"{'anticipation': 13, 'joy': 12, 'surprise': 14, 'trust': 15, 'anger': 8, 'disgust': 8, 'fear': 10, 'sadness': 13}"
2023-06-03,8,Where She Goes,Bad Bunny,0,8,1,Positive,"{'joy': 2, 'anger': 1, 'disgust': 1, 'fear': 2, 'sadness': 2, 'trust': 1}"
2023-06-10,2,Karma,Taylor Swift Featuring Ice Spice,27,2,12,Positive,{}
2023-07-08,7,Barbie World,Nicki Minaj & Ice Spice With Aqua,0,7,1,Negative,"{'anger': 18, 'fear': 19, 'disgust': 16, 'sadness': 17, 'joy': 8, 'anticipation': 8, 'trust': 6, 'surprise': 3}"
2023-07-15,1,Vampire,Olivia Rodrigo,0,1,1,Negative,"{'anger': 13, 'disgust': 14, 'fear': 15, 'sadness': 14, 'anticipation': 4, 'joy': 8, 'surprise': 2, 'trust': 8}"
2023-07-15,7,Cruel Summer,Taylor Swift,13,7,9,Positive,"{'fear': 20, 'sadness': 21, 'anger': 16, 'disgust': 16, 'anticipation': 7, 'joy': 12, 'surprise': 5, 'trust': 11}"
2023-07-15,8,Fukumean,Gunna,12,8,3,Positive,"{'anticipation': 11, 'joy': 8, 'surprise': 8, 'fear': 11, 'trust': 4, 'anger': 5, 'disgust': 2, 'sadness': 2}"
2023-07-15,50,Party In The U.S.A.,Miley Cyrus,0,2,29,Positive,"{'sadness': 4, 'anticipation': 5, 'anger': 1, 'fear': 4, 'surprise': 1, 'joy': 1, 'trust': 1}"
2023-07-22,5,I Can See You (Taylor's Version) (From The Vault),Taylor Swift,0,5,1,Positive,"{'anticipation': 4, 'joy': 10, 'trust': 5, 'sadness': 1, 'surprise': 1, 'fear': 1}"
2023-07-29,1,Seven,Jung Kook Featuring Latto,0,1,1,Positive,{}
2023-07-29,2,Try That In A Small Town,Jason Aldean,0,2,1,Negative,"{'anger': 10, 'fear': 8, 'sadness': 6, 'surprise': 4, 'joy': 4, 'anticipation': 7, 'disgust': 3, 'trust': 6}"
2023-08-05,7,K-POP,"Travis Scott, Bad Bunny & The Weeknd",0,7,1,Positive,"{'anger': 65, 'sadness': 64, 'anticipation': 61, 'joy': 84, 'surprise': 57, 'trust': 56, 'fear': 74, 'disgust': 57}"
2023-08-12,3,Meltdown,Travis Scott Featuring Drake,0,3,1,Negative,{'sadness': 2}
2023-08-12,5,FE!N,Travis Scott Featuring Playboi Carti,0,5,1,Positive,"{'joy': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1}"
2023-08-12,10,Dance The Night,Dua Lipa,12,10,10,Positive,"{'joy': 37, 'fear': 9, 'sadness': 3, 'anticipation': 12, 'surprise': 4, 'trust': 34, 'anger': 2, 'disgust': 2}"
2023-08-19,10,Snooze,SZA,15,10,35,Positive,"{'fear': 15, 'anger': 18, 'disgust': 15, 'sadness': 15, 'anticipation': 5, 'trust': 10, 'surprise': 9, 'joy': 3}"
2023-08-19,49,Blank Space,Taylor Swift,0,1,37,Negative,"{'trust': 11, 'anger': 30, 'fear': 36, 'disgust': 15, 'sadness': 24, 'anticipation': 22, 'joy': 25, 'surprise': 11}"
2023-08-26,1,Rich Men North Of Richmond,Oliver Anthony Music,0,1,1,Negative,"{'anticipation': 4, 'joy': 6, 'trust': 10, 'disgust': 13, 'fear': 10, 'sadness': 9, 'anger': 5, 'surprise': 1}"
2023-08-26,10,Bad Idea Right?,Olivia Rodrigo,0,10,1,Negative,"{'anticipation': 1, 'fear': 7, 'joy': 6, 'trust': 5, 'anger': 10, 'disgust': 10, 'sadness': 14}"
2023-09-02,5,Paint The Town Red,Doja Cat,15,5,3,Negative,"{'anger': 43, 'disgust': 34, 'fear': 40, 'sadness': 34, 'anticipation': 16, 'joy': 10, 'surprise': 7, 'trust': 11}"
2023-09-09,1,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0,1,1,Positive,{}
2023-09-09,8,Used To Be Young,Miley Cyrus,0,8,1,Positive,"{'anticipation': 17, 'joy': 14, 'surprise': 13, 'trust': 5, 'anger': 11, 'fear': 10, 'sadness': 8, 'disgust': 2}"
2023-09-16,38,Margaritaville,Jimmy Buffett,0,8,23,Negative,"{'anticipation': 3, 'joy': 2, 'surprise': 2, 'trust': 4, 'anger': 8, 'disgust': 9, 'sadness': 7, 'fear': 1}"
2023-09-30,1,Slime You Out,Drake Featuring SZA,0,1,1,Negative,"{'joy': 12, 'disgust': 15, 'trust': 9, 'sadness': 13, 'anger': 13, 'fear': 11, 'anticipation': 9, 'surprise': 4}"
2023-10-14,5,3D,Jung Kook & Jack Harlow,0,5,1,Positive,{}
2023-10-21,1,First Person Shooter,Drake Featuring J. Cole,0,1,1,Negative,"{'fear': 13, 'sadness': 16, 'anger': 22, 'disgust': 17, 'joy': 7, 'anticipation': 8, 'trust': 8, 'surprise': 1}"
2023-10-21,2,IDGAF,Drake Featuring Yeat,0,2,1,Positive,{}
2023-10-21,3,Virginia Beach,Drake,0,3,1,Positive,"{'joy': 16, 'trust': 13, 'anticipation': 12, 'sadness': 14, 'anger': 6, 'fear': 9, 'disgust': 3, 'surprise': 2}"
2023-10-21,5,Calling For You,Drake Featuring 21 Savage,0,5,1,Negative,"{'anger': 28, 'fear': 30, 'sadness': 22, 'anticipation': 15, 'joy': 18, 'surprise': 11, 'trust': 20, 'disgust': 17}"
2023-10-21,8,Daylight,Drake,0,8,1,Negative,"{'fear': 25, 'sadness': 24, 'anger': 23, 'disgust': 4, 'anticipation': 2, 'joy': 2, 'surprise': 22, 'trust': 5}"
2023-10-21,10,Fear Of Heights,Drake,0,10,1,Positive,"{'anticipation': 6, 'joy': 6, 'trust': 10, 'sadness': 8, 'surprise': 3, 'fear': 9, 'anger': 7, 'disgust': 3}"
2023-10-28,5,Monaco,Bad Bunny,0,5,1,Positive,"{'anticipation': 1, 'trust': 2, 'anger': 3, 'disgust': 4, 'fear': 3, 'sadness': 4}"
2023-11-11,1,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0,1,1,Positive,"{'joy': 6, 'surprise': 4, 'trust': 7, 'anger': 4, 'disgust': 9, 'fear': 2, 'sadness': 10, 'anticipation': 1}"
2023-11-11,2,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,0,2,1,Positive,"{'anticipation': 6, 'fear': 2, 'surprise': 5, 'joy': 4, 'trust': 8, 'sadness': 3}"
2023-11-11,3,Slut! (Taylor's Version) [From The Vault],Taylor Swift,0,3,1,Positive,"{'anger': 6, 'disgust': 5, 'anticipation': 8, 'joy': 12, 'surprise': 5, 'sadness': 2, 'trust': 5}"
2023-11-11,5,Say Don't Go (Taylor's Version) [From The Vault],Taylor Swift,0,5,1,Positive,"{'anticipation': 6, 'anger': 4, 'fear': 3, 'sadness': 12, 'surprise': 9, 'trust': 4, 'joy': 6}"
2023-11-11,7,Bad Blood (Taylor's Version),Taylor Swift,0,7,1,Positive,"{'joy': 25, 'anger': 25, 'disgust': 23, 'fear': 25, 'sadness': 25, 'anticipation': 3, 'surprise': 3, 'trust': 5}"
2023-11-11,9,Style (Taylor's Version),Taylor Swift,0,9,1,Positive,"{'anticipation': 16, 'sadness': 1, 'surprise': 4, 'fear': 1, 'joy': 7, 'trust': 7}"
2023-11-11,10,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,0,10,1,Positive,"{'anticipation': 7, 'anger': 2, 'disgust': 2, 'sadness': 6, 'joy': 4, 'surprise': 5, 'trust': 3, 'fear': 6}"
2023-11-18,5,Standing Next To You,Jung Kook,0,5,1,Positive,"{'sadness': 4, 'anticipation': 10, 'anger': 6, 'disgust': 4, 'fear': 8, 'joy': 4, 'trust': 3, 'surprise': 2}"
2023-11-18,7,Now And Then,The Beatles,0,7,1,Positive,"{'disgust': 7, 'joy': 5, 'trust': 4, 'anticipation': 2, 'surprise': 2}"
2023-11-25,2,Lovin On Me,Jack Harlow,0,2,1,Negative,"{'anger': 29, 'joy': 37, 'sadness': 8, 'disgust': 16, 'anticipation': 6, 'surprise': 4, 'fear': 5, 'trust': 2}"
2023-11-25,8,Greedy,Tate McRae,11,8,9,Positive,"{'surprise': 2, 'joy': 8, 'anger': 8, 'disgust': 10, 'fear': 6, 'sadness': 5, 'anticipation': 2, 'trust': 3}"
2023-12-02,10,Water,Tyla,15,10,8,Negative,"{'fear': 27, 'anger': 10, 'disgust': 10, 'sadness': 12, 'surprise': 11, 'trust': 2, 'anticipation': 6, 'joy': 1}"
2023-12-02,35,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,0,8,26,Positive,"{'anger': 8, 'fear': 8, 'sadness': 5, 'anticipation': 7, 'joy': 7, 'trust': 4, 'disgust': 6, 'surprise': 4}"
2023-12-30,11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,9,43,Positive,"{'joy': 6, 'fear': 1, 'disgust': 1, 'trust': 4, 'anticipation': 2, 'sadness': 1, 'surprise': 1}"
2024-01-13,10,Agora Hills,Doja Cat,35,10,15,Negative,"{'anticipation': 10, 'joy': 19, 'surprise': 6, 'trust': 42, 'fear': 51, 'sadness': 46, 'anger': 12, 'disgust': 12}"
2024-01-20,8,Lose Control,Teddy Swims,12,8,22,Negative,"{'anger': 10, 'anticipation': 2, 'disgust': 13, 'fear': 12, 'sadness': 12, 'joy': 4, 'surprise': 9, 'trust': 2}"
2024-01-27,1,"Yes, And?",Ariana Grande,0,1,1,Negative,"{'fear': 5, 'sadness': 3, 'disgust': 12, 'anger': 10, 'joy': 6, 'trust': 6, 'anticipation': 2}"
2024-01-27,5,Redrum,21 Savage,0,5,1,Negative,"{'sadness': 11, 'surprise': 6, 'anger': 13, 'disgust': 12, 'fear': 14, 'anticipation': 10, 'trust': 4, 'joy': 2}"
2024-01-27,10,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",0,10,1,Negative,"{'joy': 16, 'trust': 18, 'disgust': 17, 'anger': 22, 'sadness': 18, 'anticipation': 10, 'surprise': 4, 'fear': 19}"
2024-02-10,1,Hiss,Megan Thee Stallion,0,1,1,Negative,"{'fear': 27, 'sadness': 26, 'anger': 42, 'disgust': 34, 'anticipation': 10, 'joy': 7, 'surprise': 4, 'trust': 11}"
2024-02-10,8,Beautiful Things,Benson Boone,15,8,2,Positive,"{'joy': 18, 'trust': 12, 'anticipation': 11, 'fear': 9, 'anger': 3, 'disgust': 3, 'sadness': 4, 'surprise': 5}"
2024-02-17,42,Fast Car,Tracy Chapman,0,6,22,Positive,"{'anticipation': 10, 'joy': 9, 'surprise': 10, 'trust': 12, 'anger': 5, 'disgust': 5, 'fear': 7, 'sadness': 10}"
2024-02-24,2,Texas Hold 'Em,Beyonce,0,2,1,Negative,"{'anger': 14, 'disgust': 8, 'fear': 9, 'sadness': 7, 'anticipation': 6, 'joy': 11, 'trust': 7, 'surprise': 1}"
2024-02-24,3,Carnival,¥$: Kanye West & Ty Dolla $ign,0,3,1,Positive,"{'joy': 21, 'trust': 30, 'anticipation': 19, 'surprise': 12, 'sadness': 20, 'disgust': 12, 'anger': 14, 'fear': 15}"
2024-02-24,10,Stick Season,Noah Kahan,11,10,20,Negative,"{'fear': 11, 'anger': 10, 'disgust': 5, 'joy': 6, 'sadness': 14, 'surprise': 6, 'anticipation': 3, 'trust': 3}"
2024-02-24,20,Yeah!,Usher Featuring Lil Jon & Ludacris,0,1,46,Positive,"{'trust': 22, 'anticipation': 9, 'joy': 6, 'fear': 5, 'surprise': 8, 'sadness': 4, 'anger': 2, 'disgust': 3}"
2024-03-02,4,Carnival,¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,3,3,2,Positive,"{'joy': 21, 'trust': 30, 'anticipation': 19, 'surprise': 12, 'sadness': 20, 'disgust': 12, 'anger': 14, 'fear': 15}"
2024-03-09,6,Saturn,SZA,0,6,1,Negative,"{'anger': 8, 'sadness': 9, 'joy': 5, 'fear': 8, 'disgust': 8, 'surprise': 8, 'trust': 4, 'anticipation': 4}"
2024-03-23,1,We Can't Be Friends (Wait For Your Love),Ariana Grande,0,1,1,Negative,"{'anticipation': 20, 'joy': 17, 'fear': 11, 'sadness': 9, 'trust': 2, 'anger': 2, 'surprise': 1, 'disgust': 1}"
2024-03-23,7,Act II: Date @ 8,4Batz Featuring Drake,61,7,10,Positive,"{'trust': 13, 'anger': 9, 'disgust': 5, 'fear': 6, 'sadness': 5, 'joy': 6, 'surprise': 6, 'anticipation': 5}"
2024-03-30,9,Enough (Miami),Cardi B,0,9,1,Negative,"{'anger': 17, 'fear': 14, 'sadness': 11, 'disgust': 10, 'anticipation': 7, 'joy': 12, 'surprise': 9, 'trust': 8}"
2024-04-06,1,Like That,"Future, Metro Boomin & Kendrick Lamar",0,1,1,Negative,"{'fear': 26, 'anger': 21, 'disgust': 20, 'sadness': 23, 'anticipation': 19, 'joy': 19, 'surprise': 22, 'trust': 9}"
2024-04-06,2,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",0,2,1,Negative,"{'anger': 71, 'disgust': 70, 'trust': 12, 'fear': 14, 'sadness': 10, 'anticipation': 6, 'joy': 10, 'surprise': 6}"
2024-04-06,5,Too Sweet,Hozier,0,5,1,Positive,"{'anticipation': 16, 'joy': 17, 'surprise': 14, 'trust': 18, 'fear': 4, 'sadness': 11, 'anger': 1, 'disgust': 1}"
2024-04-06,6,Cinderella,"Future, Metro Boomin & Travis Scott",0,6,1,Negative,"{'anticipation': 14, 'joy': 6, 'sadness': 24, 'trust': 8, 'anger': 29, 'disgust': 22, 'fear': 25}"
2024-04-06,8,We Don't Trust You,Future & Metro Boomin,0,8,1,Negative,"{'trust': 36, 'anger': 16, 'disgust': 12, 'fear': 15, 'sadness': 11, 'joy': 14, 'anticipation': 8, 'surprise': 7}"
2024-04-06,9,Young Metro,"Future, Metro Boomin & The Weeknd",0,9,1,Positive,"{'anticipation': 19, 'joy': 20, 'surprise': 17, 'sadness': 10, 'anger': 26, 'fear': 15, 'trust': 13, 'disgust': 21}"
2024-04-13,6,II Most Wanted,Beyonce & Miley Cyrus,0,6,1,Negative,"{'anger': 6, 'fear': 18, 'anticipation': 4, 'joy': 5, 'surprise': 2, 'sadness': 16}"
2024-04-13,7,Jolene,Beyonce,0,7,1,Positive,"{'surprise': 6, 'joy': 14, 'anticipation': 10, 'trust': 11, 'anger': 4, 'fear': 4, 'sadness': 6, 'disgust': 3}"
2024-04-20,6,7 Minute Drill,J. Cole,0,6,1,Negative,"{'trust': 19, 'anticipation': 11, 'joy': 9, 'surprise': 3, 'anger': 20, 'sadness': 9, 'disgust': 15, 'fear': 8}"
2024-04-27,7,Espresso,Sabrina Carpenter,0,7,1,Positive,"{'anticipation': 9, 'joy': 16, 'surprise': 13, 'trust': 6, 'disgust': 4, 'anger': 3, 'fear': 2, 'sadness': 3}"
2024-05-04,1,Fortnight,Taylor Swift Featuring Post Malone,0,1,1,Positive,"{'anger': 1, 'anticipation': 1}"
2024-05-04,2,Down Bad,Taylor Swift,0,2,1,Negative,"{'anger': 17, 'disgust': 18, 'fear': 20, 'sadness': 24, 'joy': 6, 'surprise': 1, 'anticipation': 6, 'trust': 5}"
2024-05-04,3,I Can Do It With A Broken Heart,Taylor Swift,0,3,1,Negative,"{'anger': 15, 'fear': 14, 'sadness': 22, 'anticipation': 12, 'trust': 11, 'disgust': 7, 'joy': 13, 'surprise': 11}"
2024-05-04,4,The Tortured Poets Department,Taylor Swift,0,4,1,Negative,"{'trust': 5, 'anticipation': 2, 'joy': 1, 'sadness': 4, 'fear': 6, 'surprise': 2, 'anger': 3}"
2024-05-04,5,"So Long, London",Taylor Swift,0,5,1,Positive,"{'anticipation': 21, 'disgust': 5, 'fear': 11, 'joy': 9, 'sadness': 10, 'surprise': 7, 'trust': 7, 'anger': 10}"
2024-05-04,6,My Boy Only Breaks His Favorite Toys,Taylor Swift,0,6,1,Negative,"{'disgust': 7, 'joy': 8, 'trust': 7, 'surprise': 2, 'anticipation': 2, 'fear': 2, 'sadness': 2, 'anger': 1}"
2024-05-04,7,But Daddy I Love Him,Taylor Swift,0,7,1,Positive,"{'joy': 26, 'anticipation': 15, 'sadness': 12, 'disgust': 8, 'trust': 17, 'anger': 10, 'fear': 15, 'surprise': 8}"
2024-05-04,8,Florida!!!,Taylor Swift Featuring Florence + The Machine,0,8,1,Positive,{'trust': 2}
2024-05-04,9,Who's Afraid Of Little Old Me?,Taylor Swift,0,9,1,Negative,"{'fear': 30, 'anger': 15, 'anticipation': 4, 'joy': 3, 'trust': 4, 'sadness': 18, 'surprise': 9, 'disgust': 6}"
2024-05-04,10,Guilty As Sin?,Taylor Swift,0,10,1,Negative,"{'anger': 12, 'disgust': 9, 'fear': 13, 'sadness': 22, 'surprise': 5, 'anticipation': 5, 'joy': 3, 'trust': 1}"
1958-08-04,1,Poor Little Fool,Ricky Nelson,NA,1,1,Negative,"{'disgust': 26, 'sadness': 3, 'anger': 2, 'anticipation': 5, 'fear': 2, 'joy': 3, 'surprise': 1, 'trust': 1}"
1958-08-04,3,Splish Splash,Bobby Darin,NA,3,1,Positive,"{'surprise': 11, 'anticipation': 6, 'anger': 6, 'disgust': 6, 'fear': 6, 'joy': 4, 'sadness': 6, 'trust': 4}"
1958-08-04,5,When,Kalin Twins,NA,5,1,Positive,"{'joy': 19, 'surprise': 13, 'trust': 9, 'anticipation': 9}"
1958-08-04,7,Yakety Yak,The Coasters,NA,7,1,Positive,"{'disgust': 4, 'sadness': 1, 'anger': 1, 'anticipation': 2, 'fear': 1, 'joy': 2, 'trust': 3}"
1958-08-04,8,My True Love,Jack Scott,NA,8,1,Positive,"{'joy': 49, 'trust': 28, 'disgust': 3, 'anticipation': 2, 'surprise': 2}"
1958-08-04,9,Willie And The Hand Jive,The Johnny Otis Show,NA,9,1,Negative,"{'anger': 31, 'fear': 44, 'trust': 26, 'anticipation': 27, 'joy': 34, 'disgust': 35, 'sadness': 34, 'surprise': 24}"
1958-08-04,10,Fever,Peggy Lee,NA,10,1,Positive,"{'joy': 13, 'fear': 29, 'anger': 6, 'anticipation': 13, 'surprise': 11, 'trust': 9, 'disgust': 3, 'sadness': 8}"
1958-08-11,2,Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,54,2,2,Positive,{}
1958-08-11,9,Just A Dream,Jimmy Clanton And His Rockets,12,9,2,Positive,"{'fear': 365, 'sadness': 220, 'trust': 347, 'anticipation': 355, 'disgust': 183, 'anger': 239, 'surprise': 169, 'joy': 269}"
1958-08-18,2,Little Star,The Elegants,14,2,3,Positive,"{'anticipation': 13, 'joy': 19, 'trust': 9, 'fear': 1}"
1958-08-25,3,Bird Dog,The Everly Brothers,17,3,4,Positive,"{'joy': 11, 'surprise': 7, 'anger': 2, 'fear': 7, 'sadness': 4, 'disgust': 1, 'anticipation': 3, 'trust': 6}"
1958-08-25,8,Born Too Late,Poni-Tails,16,8,4,Negative,"{'sadness': 9, 'surprise': 2, 'joy': 2, 'anticipation': 5}"
1958-09-01,9,Ginger Bread,Frankie Avalon,17,9,5,Positive,"{'anger': 2, 'fear': 2, 'sadness': 2, 'anticipation': 16, 'joy': 6, 'surprise': 4, 'trust': 2}"
1958-09-01,10,Are You Really Mine,Jimmie Rodgers,20,10,5,Positive,"{'joy': 15, 'trust': 11, 'anticipation': 9, 'fear': 4, 'surprise': 8, 'anger': 3, 'disgust': 2, 'sadness': 3}"
1958-09-08,8,Rock-in Robin,Bobby Day,17,8,6,Positive,"{'anticipation': 8, 'joy': 8, 'anger': 1, 'disgust': 1, 'surprise': 3, 'trust': 9, 'sadness': 1}"
1958-09-08,10,Western Movies,The Olympics,14,10,6,Positive,"{'joy': 13, 'trust': 2, 'anger': 12, 'fear': 8, 'anticipation': 1, 'sadness': 2}"
1958-09-15,4,It's All In The Game,Tommy Edwards,11,4,5,Positive,"{'sadness': 1, 'joy': 8, 'surprise': 5, 'trust': 5, 'anger': 1, 'anticipation': 4}"
1958-09-15,9,Tears On My Pillow,Little Anthony And The Imperials,13,9,6,Positive,"{'anticipation': 5, 'fear': 4, 'sadness': 4, 'joy': 4, 'trust': 1}"
1958-09-15,10,Susie Darlin',Robin Luke,28,10,6,Positive,"{'anticipation': 13, 'joy': 4, 'trust': 4, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1}"
1958-09-22,10,Devoted To You,The Everly Brothers,14,10,7,Positive,"{'trust': 6, 'anticipation': 5, 'joy': 7, 'surprise': 2, 'anger': 7, 'fear': 5, 'sadness': 13, 'disgust': 4}"
1958-09-29,8,Summertime Blues,Eddie Cochran,11,8,9,Negative,"{'fear': 5, 'sadness': 9, 'anger': 3, 'anticipation': 6, 'joy': 5, 'surprise': 4, 'trust': 4, 'disgust': 2}"
1958-09-29,10,Near You,Roger Williams,12,10,7,Positive,"{'anticipation': 150, 'fear': 106, 'joy': 111, 'surprise': 69, 'anger': 81, 'disgust': 43, 'trust': 170, 'sadness': 59}"
1958-10-06,8,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,14,8,6,Positive,"{'anticipation': 462, 'anger': 354, 'disgust': 341, 'fear': 431, 'sadness': 360, 'joy': 508, 'surprise': 197, 'trust': 728}"
1958-10-13,7,The End,Earl Grant,13,7,5,Positive,"{'joy': 6, 'anticipation': 3, 'trust': 1}"
1958-10-20,3,Topsy II,Cozy Cole,13,3,9,Positive,"{'anticipation': 4, 'joy': 4, 'sadness': 7, 'trust': 11, 'anger': 10, 'fear': 2, 'surprise': 1}"
1958-10-20,5,It's Only Make Believe,Conway Twitty,16,5,6,Positive,"{'anger': 1, 'disgust': 1, 'sadness': 1, 'joy': 5, 'trust': 4, 'fear': 1}"
1958-10-20,8,Tom Dooley,The Kingston Trio,17,8,4,Negative,"{'joy': 4, 'anticipation': 10, 'surprise': 2, 'trust': 3, 'sadness': 15, 'disgust': 13, 'fear': 8, 'anger': 1}"
1958-10-20,10,Chantilly Lace,Big Bopper,11,10,12,Positive,"{'anger': 8, 'fear': 4, 'sadness': 5, 'trust': 15, 'joy': 19, 'anticipation': 11, 'surprise': 5}"
1958-11-10,5,"To Know Him, Is To Love Him",The Teddy Bears,11,5,8,Positive,"{'joy': 20, 'surprise': 3, 'trust': 3, 'anticipation': 1}"
1958-11-10,10,I Got A Feeling,Ricky Nelson,13,10,5,Positive,"{'anger': 8, 'anticipation': 11, 'disgust': 8, 'fear': 8, 'joy': 16, 'sadness': 9, 'surprise': 10, 'trust': 10}"
1958-11-17,6,Beep Beep,The Playmates,19,6,3,Positive,"{'fear': 1, 'joy': 2, 'surprise': 1, 'trust': 5, 'anger': 4, 'anticipation': 2, 'disgust': 1, 'sadness': 1}"
1958-11-17,8,Lonesome Town,Ricky Nelson,11,8,5,Negative,"{'sadness': 12, 'anger': 3, 'fear': 3, 'anticipation': 1, 'joy': 1, 'trust': 1}"
1958-11-17,9,Queen Of The Hop,Bobby Darin,13,9,7,Positive,"{'anger': 5, 'sadness': 6, 'fear': 8, 'joy': 11, 'anticipation': 6, 'surprise': 3, 'trust': 4}"
1958-11-24,7,One Night,Elvis Presley,14,7,3,Positive,"{'anticipation': 6, 'joy': 4, 'trust': 3, 'surprise': 1, 'fear': 3, 'sadness': 4, 'anger': 2, 'disgust': 2}"
1958-11-24,8,I Got Stung,Elvis Presley,11,8,4,Positive,"{'anticipation': 7, 'joy': 7, 'trust': 5, 'surprise': 6, 'anger': 6, 'fear': 9, 'disgust': 1, 'sadness': 4}"
1958-12-01,8,Problems,The Everly Brothers,17,8,4,Positive,"{'anticipation': 3, 'joy': 5, 'trust': 3, 'disgust': 1, 'fear': 1, 'sadness': 1, 'surprise': 1}"
1958-12-15,6,Smoke Gets In Your Eyes,The Platters,11,6,5,Positive,"{'joy': 11, 'trust': 5, 'sadness': 3, 'fear': 4, 'surprise': 2, 'anticipation': 1}"
1958-12-15,10,The Chipmunk Song,The Chipmunks With David Seville,37,10,3,Negative,"{'anticipation': 3, 'trust': 1, 'anger': 5, 'disgust': 5, 'fear': 6, 'sadness': 6}"
1958-12-22,10,A Lover's Question,Clyde McPhatter,13,10,11,Positive,"{'anticipation': 8, 'joy': 10, 'trust': 9, 'fear': 1, 'sadness': 1, 'surprise': 2}"
1958-12-29,10,Whole Lotta Loving,Fats Domino,12,10,7,Positive,"{'joy': 17, 'trust': 13, 'anticipation': 8, 'surprise': 4}"
1959-01-05,6,My Happiness,Connie Francis,13,6,5,Positive,"{'anticipation': 8, 'joy': 6, 'sadness': 7, 'trust': 1, 'surprise': 1, 'disgust': 2}"
1959-01-05,9,Gotta Travel On,Billy Grammer,11,9,7,Negative,"{'anticipation': 11, 'anger': 6, 'fear': 7, 'trust': 4, 'disgust': 5, 'sadness': 4}"
1959-01-19,4,Donna,Ritchie Valens,15,4,9,Positive,"{'joy': 4, 'anticipation': 1}"
1959-01-19,5,16 Candles,The Crests,12,5,9,Positive,"{'anticipation': 6, 'joy': 15, 'surprise': 3, 'trust': 5, 'sadness': 1}"
1959-01-19,9,Stagger Lee,Lloyd Price,21,9,7,Negative,"{'anger': 5, 'anticipation': 3, 'surprise': 26, 'sadness': 8, 'joy': 2, 'trust': 3, 'disgust': 3, 'fear': 4}"
1959-01-26,8,Lonely Teardrops,Jackie Wilson,12,8,10,Negative,"{'anger': 9, 'disgust': 6, 'fear': 7, 'sadness': 7, 'surprise': 2, 'anticipation': 1, 'joy': 3, 'trust': 2}"
1959-01-26,9,Goodbye Baby,Jack Scott,15,9,7,Positive,"{'joy': 37, 'anticipation': 67, 'sadness': 3, 'surprise': 3, 'trust': 7}"
1959-02-02,2,The All American Boy,Bill Parsons,12,2,7,Positive,"{'disgust': 4, 'anger': 5, 'anticipation': 6, 'joy': 5, 'trust': 5, 'surprise': 2, 'fear': 1}"
